Title,ISBN,Author,Publisher_Place,Edition_Statement,Type_of_Material,Physical_Medium,Physical_Description,Subject
Nirbachita Kabitar Sankalan,81-7519-012-4,"Bordoloi, Nirmalprabha","Guwahati, Imprint, 1995",1st ed,NA,Textual Documents,315p,"Assamese poetry - Collections; Bordoloi, Nirmalprabha - Poetry"
Nalinibala Devir Bahurongee Kabita Kanan,81-7519-012-4,"Barua, Sudhir Ch","Jorhat, Jayada Prakashan, 2005",1st ed,NA,Textual Documents,52p,"Assamese literature - Essays; Devi, Nalinibala - Poetry; Devi, Nalinibala - Criticiam"
Sandhanar kshan,81-7339-005-3,"Bora, Dhrubajyoti","Dibrugarh, Banalata, 1993",1st ed,NA,Textual Documents,222p,Assamese literature; Assamese essays
Bezbaroar Sahitya -Pratibha,81-7339-005-3,"Sarma, Banikanta","Guwahati, Sabita Sabha, 2008",1st ed,NA,Textual Documents,121p,"Assamese essays; Bezbaroa, Lakshminath - Criticism"
Pashyatya sahitya,81-7339-005-3,"Kalita, Amarenda","Nalbari, Samanyaya Granthalaya, 1994",1st ed,NA,Textual Documents,193p,Assamese literature - History and criticism; Assamese essays
Dawor aru nai,81-7339-005-3,"Das, Jogesh","Guwahati, Chetana Prakash, 1994",10th ed,NA,Textual Documents,151p,Assamese literature - Fiction; Assamese novel
Paramtrishna,NA,"Hazarika, Dhruba","Imaginary, Publisher XYZ, 1976",1st ed,NA,Textual Documents,168p,Assamese prose literature; Souvenir
Kathanibari ghat,NA,"Bora, Mahim.","Darrang, Sundaram, 1966",2nd ed,NA,Textual Documents,181p,Assamese Novel
Ghorapak,NA,"Bhattacharyya, Bhupendra Narayan.","Guwahati, Bani Prakashan, 1992",1st ed,NA,Textual Documents,220p,Assamese Novel
Kone koi nupuai ausir rati,NA,"Phukan, Kabin.","Dibrugarh, Dibrugarh university, 1992",1st ed,NA,Textual Documents,40p,Assamese Poetry
Sitaharana Kabya,NA,"Das, Bholanath.","Guwahati, Lawyers Book Stall, 1958",1st ed,NA,Textual Documents,192p,Assamese Poetry
Ram navami,NA,"Baruah,Gunavi Ram","Nalbari, Samanyay granthalaya, 1993",1st ed,NA,Textual Documents,77p,Assamese Drama
Prabandha chayan,NA,"Das, Kiran","Barpeta, Sahitya Academy, 1999",1st ed,NA,Textual Documents,78p,Assamese Essays
Sagartalir sankha,81-7331-034-3,"Phookan, Nilamoni.","Guwahati, Lawyers Book Stall, 1994",1st ed,NA,Textual Documents,229p,Assamese Poetry
Jibanar sadhana,81-85905-98-3,"Borgohain, Homen.","Guwahati, Students Stores, 1996",1st ed,NA,Textual Documents,128p,Assamese Essays
Aaji Sukrabar,81-85905-98-3,"Chaliha, Saurabh Kumar.","Guwahati, Lawyers Book Stall, 1992",1st ed,NA,Textual Documents,152p,Assamese Novel; Short stories
Asomiya bachan bhangi,978-81-7643-107-1,"Sarma, Harendra Nath.","Guwahati, Bani Prakashan, 2014",2nd ed,NA,Textual Documents,369p,Assamese Literature
Dholpur: sudhakanthor smritit,978-93-81689-69-1,"Hazarika, Nikhil.","Lakhimpur, Dutta Publications, 2013",1st ed,NA,Textual Documents,"viii, 143p",Periodicals; Assamese language periodicals - Lakhimpur
Gariyoshi,978-93-81689-69-1,"Borah, Lakshinandan.","Guwahati, Sahitya Prakash, 2013",21st ed,NA,Textual Documents,112p,"Periodicals; Assamese language periodicals - Guwahati; Hazarika, Bhupen - Special issue"
Dr Bhupen Hazarikar chalachitrar geet,978-93-81689-69-1,"Das, Arun Lochan.","Guwahati, Rekha Prakashan, 2012",1st ed,NA,Textual Documents,144p,Songs; Assamese film songs
Sanchayana( an Anthology of Assamese Poetry),978-93-81689-69-1,Author :,"New Delhi, Sahitya Academy, 1959",1st ed,NA,Textual Documents,487p;,East Indo-European & Celtic literatures; Assamese Poetry
Asamat bigyan sarsar dhara,978-93-81689-69-1,"Majumdar, Paramananda","Tinsukia, Priyabala Prakashan, 1995",1st ed,NA,Textual Documents,NULL,Assamese literature
Sahitya bollori,978-93-81689-69-1,"Pathak, Jnananda Sharma","Guwahati, Jyoti Prakashan, 1994",1st ed,NA,Textual Documents,NULL,Assamese literature
Tat nadi nachil,978-93-81689-69-1,"Chaudhury, Medini","Guwahati, Natun Prakashan, 1977",1st ed,NA,Textual Documents,NULL,Assamese literature
"Din, pratidin",978-93-81689-69-1,"Borgohain, Nirupama","Guwahati, Students Stores, 1985",1st ed,NA,Textual Documents,NULL,Assamese literature
Dawar aru nai,978-93-81689-69-1,"Das, Jogesh","Guwahati, Brahmaputra Prakashan, 2002",11th ed,NA,Textual Documents,NULL,Assamese literature
Raghurapi kavyam,978-93-81689-69-1,"Goswami, Malini","Guwahati, Chandra Prakash, 1994",11th ed,NA,Textual Documents,NULL,Assamese literature
Natak aru natyakar,978-93-81689-69-1,"Mahanta, Pona","Dibrugarh, Banalata, 1992",2nd ed,NA,Textual Documents,NULL,Assamese literature
Samahar,978-93-81689-69-1,"Borgohain, Kamala","Jorhat, Samahar Sahitya Prakashan, 1984",2nd ed,NA,Textual Documents,NULL,Assamese literature
Daponat chinaki mukh,978-93-81689-69-1,"Pardeshi, Deepika","Nalbari, Journal Emporium, 1984",2nd ed,NA,Textual Documents,NULL,Assamese literature
Bir hunuman,978-93-81689-69-1,"Hazarikia, Krishna Priya","Jorhat, Kalyani Bani Mandir, 1978",2nd ed,NA,Textual Documents,NULL,Assamese literature
Moi eti jajabar,978-93-81689-69-1,"Hazarika, Surya","Guwahati, Bani Mandir, 1993",2nd ed,NA,Textual Documents,NULL,Assamese literature
Jiya jurir ghat,978-93-81689-69-1,"Malik, Syed Abdul","Tinsukia, Mitra Agency, 1978",4th ed,NA,Textual Documents,NULL,Assamese literature
Jatindranath Duwarah kabi aru kabi pratibha,978-93-81689-69-1,"Deka, Namita","Dibrugarh, Students Emporium, 1988",4th ed,NA,Textual Documents,NULL,Assamese literature
Kabitar rup chaiya,978-93-81689-69-1,"Hazarika, Karabi Deka","Dibrugarh, Banlata, 1991",4th ed,NA,Textual Documents,NULL,Assamese literature
Godor pratikshat,978-93-81689-69-1,"Becket, Samuel","Guwahati, Bani Prakash, 1990",4th ed,NA,Textual Documents,NULL,Assamese literature
Asamiya kabitar kahini,978-93-81689-69-1,"Dutta, Bhabananda","Guwahati, LBS, 1969",4th ed,NA,Textual Documents,NULL,Assamese literature
Kabitar juti bichari,978-93-81689-69-1,"Phukan, Kabin","Guwahati, LBS, 1996",4th ed,NA,Textual Documents,NULL,Assamese literature
Sei nadi nirabadhi,978-93-81689-69-1,"Borgohain, Nirupama","Tihu, Chandra Prakash, 1987",2nd ed,NA,Textual Documents,NULL,Assamese literature
Bhasha bigyan prabesh,978-93-81689-69-1,"Bhattacharya, Basanta Kumar","Guwahati, Chandra Prakash, 1993",2nd ed,NA,Textual Documents,NULL,Assamese language
Mone mor koina bichare,978-93-81689-69-1,"Dutta, Dilip Kumar","Guwahati, Asomi Prakashan, 1987",2nd ed,NA,Textual Documents,NULL,Assamese literature
Hirak jyoti,978-93-81689-69-1,"Goswami, Atulananda","Jorhat, Asam Sahitya Sabha, 1977",2nd ed,NA,Textual Documents,NULL,Assamese literature
Japani sadhu,978-93-81689-69-1,"Barua, Anu","Guwahati, LBS, 1967",2nd ed,NA,Textual Documents,NULL,Assamese literature
Jia manuhar kecha kapani,978-93-81689-69-1,"Burhagohain, Ripunath","Dibrugarh, H Knowar, 1989",2nd ed,NA,Textual Documents,NULL,Assamese literature
Birinchi Kumar Barua aru Prafulladutta Goswamir upanyas,978-93-81689-69-1,"Mishra, Krishna Kumar","Jaisagar, Prabha Prakashani, 2001",3rd ed,NA,Textual Documents,NULL,Assamese literature
Katha mahabharat,978-93-81689-69-1,"Chakravarti, Rajagopalachari","Dibrugarh, Banalata, 2002",3rd ed,NA,Textual Documents,NULL,Assamese literature
Majat ekhan akash,978-93-81689-69-1,"Borgohain, Monorama","Dibrugarh, Banalata, 1995",3rd ed,NA,Textual Documents,NULL,Assamese literature
Bingsha satabdir asamiya bignan sahitya,978-93-81689-69-1,"Mahanta, Paramananda","Jorhat, Asam Sahitya Sabha, 2000",3rd ed,NA,Textual Documents,NULL,Assamese literature
Mahakavi Kalidasar abhijnanasakuntalm : ek samiksa,978-93-81689-69-1,"Sarma, Thaneswar","Guwahati, Chandra Prakash, 1997",3rd ed,NA,Textual Documents,NULL,Assamese literature
Saru manhuar khang,978-93-81689-69-1,"Sarma, Jiten","Guwahati, Janaki Prakashan, 1994",3rd ed,NA,Textual Documents,NULL,Assamese literature
Asamiya biyakaran abhidhan,978-93-81689-69-1,"Barman, Sivanath","Guwahati, Janaki Prakashan, 1995",3rd ed,NA,Textual Documents,NULL,Assamese language
Prem aru prithivar,978-93-81689-69-1,"Poira, Gobinda Chandra","Guwahati, Students Stores, 1988",3rd ed,NA,Textual Documents,NULL,Assamese literature
Jogesh Dasar upanyas samagra,978-93-81689-69-1,"Das, Jogesh","Guwahati, K Das, 2003",3rd ed,NA,Textual Documents,NULL,Assamese literature
Asamiya bhashar uttpati aru kramabikash,978-93-81689-69-1,"Hazarika, Bireswar","Guwahati, Jatiya Sahitya Prakash, 1988",3rd ed,NA,Textual Documents,NULL,Assamese Language
Asamiya bhasha aru sahityar ruprekha,978-93-81689-69-1,"Sharma, Nabin Chandra","Pathshala, Bani Prakash, 1970",3rd ed,NA,Textual Documents,NULL,Assamese literature
Assamese grammar and origin of the Assamese language,978-93-81689-69-1,"Medhi, Kaliram","Guwahati, Pub Board, 1988",3rd ed,NA,Textual Documents,NULL,Assamese language
Dhani bigyanar bhumika,NA,"Goswami, Golok Chandra","Guwahati, Bina Library, 1985",NA,NA,Textual Documents,NULL,Assamese Language
Ardha akash,NA,"Sarma, Nilima","Guwahati, Jyoty Prakashan, 1988",NA,NA,Textual Documents,NULL,Assamese literature
Aranayar jiban,NA,"Corbett, Jim","Guwahati, Duttabarua and Co, 1978",NA,NA,Textual Documents,NULL,Assamese literature
Ayeto jiwan,NA,"Deka, Hitesh","Guwahati, Chandra Prakash, 1998",9th ed,NA,Textual Documents,NULL,Assamese literature
Jatindranath Dowara Rachanawali,NA,"Tamuli, Lakshminath","Guwahati, Lawyer's Book stall, 1997",9th ed,NA,Textual Documents,NULL,Assamese literature
Sanskriti saurav,NA,"Sarma, Achyut Chandra","Guwahati, Grantha Peeth, 1991",9th ed,NA,Textual Documents,NULL,Assamese literature
Giti Monjari,NA,"Sarmah,Nilakanta","Guwahati, Saraighat Digital Publications, 2011",1st ed,NA,Textual Documents,100p,Assamese literature; Assamese lyrics
Giti Bornali,NA,"Sarmah,Nilakanta","Guwahati, Saraighat digital publications, 2011",1st ed,NA,Textual Documents,100p,Assamese literature; Assamese lyrics
Alekhya Lahari,NA,"Sarmah,Nilakanta","Guwahati, Bani prakasan, 2010",1st ed,NA,Textual Documents,150p,Assamese literature - Collections; Musical features
Giti Anjali,NA,"Sarma,Nilakanta","Guwahati, Saraighat Digital Publications, 2011",1st ed,NA,Textual Documents,100p,Assamese literature; Assamese lyrics
Giti Panchashata,NA,"Sarmah,Nilakanta","Guwahati, Bani Mandir, 2010",1st ed,NA,Textual Documents,533p,Assamese literature; Assamese lyrics
Giti Swarnali,NA,"Sarmah,Nilakanta","Guwahati, Bani Mandir, 2010",1st ed,NA,Textual Documents,100p,Assamese literature; Assamese lyrics
Sankardeva Rachanawalir Bhasa-Baijnanik Adhyayan,13-978-81-920704-1-4,"Goswami,Giri Kanta","Nagaon, Giri Kanta Goswami, 2016",1st ed,NA,Textual Documents,212p,Assamese language - Grammar; Assamese language - History and criticism; Sankardeva rachanawali
Asomiya Sishu Sahityar Samikshamak Adhyayan,13-978-81-920704-1-4,"Bora,Monalisa","Guwahati, N.L.Publications, 2015",1st ed,NA,Textual Documents,371p,Assamese literature - History and criticism; Assamese essays; Assamese children literature
Jiban Nadir Ashrusikta plaban,13-978-81-920704-1-4,"Kalita, Arunamoyee Das","Imaginary, Publisher XYZ, 2015",1st ed,NA,Textual Documents,172p,Assamese literature; Assamese fiction
Anandachandra Agarwalla granthawali,13-978-81-920704-1-4,Author :,"Jorhat, assam sahitya sabha, 1974",1st ed,NA,Textual Documents,172p,Assamese literature
Bezbaroa Granthavalee,13-978-81-920704-1-4,"Bezbaroa, Lakshminath","Jorhat, Assam Sahitya Sabha, 1968",1st ed,NA,Textual Documents,952p;,East Indo-European & Celtic literatures; assamese literature
Asomiya Cutigalpar Adhyayan,13-978-81-920704-1-4,"Baruah,Prahlad Kumar.","Dibrugarh, Banalata, 2008",3rd ed,NA,Textual Documents,578p.,Assamese literature; Criticism and history
Bhasha Sahitya- Adhyayan,13-978-81-920704-1-4,"Konwar, Aparna","Dibrugarh, Banalata, 1995",1st ed,NA,Textual Documents,225p.,Assamese literature; Assamese Language
Ramanyasbad Asomiya Kobita Aru Janadiyek Prodhan Kobi,978--81--7665--522-4,"Bora,Hem","Guwahati, Students Stores, 2013",1st ed,NA,Textual Documents,232p.,Assamese literature; Assamese poem; Ramanyasbad
Asomiya Kobitar Bichar Bishlesan,978--81--7665--522-4,"Pujari, Archana","Guwahati, Purbanchal Prakash, 2016",3rd ed,NA,Textual Documents,248p,Assamese poetry - Criticism; Assamese literature - History and criticism
Asomiya Chandar Silpa-Tattva,978--81--7665--522-4,"Bora,Mahendra","Guwahati, Students Stores, 2012",1st ed,NA,Textual Documents,231p.,Assamese literature; Art--Principles-----Assamese literature
Fat Bihur Itihas Aru Oitizya,978--81--7665--522-4,"Hussain,Ismail","Guwahati, Jyoti Prakashan, 2010",2nd ed,NA,Textual Documents,256p.,Assamese literature; Phatobihu; Bihu
Rongali Bihur oitizya Bichar,978--81--7665--522-4,"Hussain,Ismail","Guwahati, Jyoti Prakashan",3rd ed,NA,Textual Documents,168p.,Assamese literature; Rongali Bihu; Folk Culture-------Assam
Dashanan Ravan,978-81-86384-43-5,"Chandra, Dipak","Guwahati, Asam publishing Co., 2013",1st ed,NA,Textual Documents,"viii,174p.",Assamese Novel
Prachya sahitya sanskriti darshan,978-81-86384-43-5,"Saikia, Guna","Guwahati, Aalibaat, 2012",1st ed,NA,Textual Documents,"viii,174p.",Assamese literature
Asomiya upanyashar bhumika,978-81-86384-43-5,"Sarma, Satyendranath","Guwahati, Saumar prakash, 1965",1st ed,NA,Textual Documents,156p,Assamese literature - History and criticism; Assamese novel - Criticism
Shaa Aaru Puharat,978-81-86384-43-5,"Chutia, Prasanta Kumar","Sivasagar, Baatchara Prakashan, 2017",1st ed,NA,Textual Documents,156p,Assamese literature - History and criticism; Assamese Essays
Asamiya Byakaran Aru Abhidhanar Itihas,978-81-86384-43-5,"Talukdar, Champakali","Guwahati, mani-manik Prakash, 2014",1st ed,NA,Textual Documents,128p.,Language; Grammer-Assamese
Ee jiwan nadi bahe nirabadhi nishangatat,978-81-86384-43-5,"Baishya, Rajani Kanta","Assam, P Baishya, 2015",1st ed,NA,Textual Documents,124p,Assamese Poetry
Nirbacita Nibandha,ISBN :,"Saharia, Joy Prasad","Sipajhar, Kamal Book Stall, 2018",1st ed,NA,Textual Documents,169p,Assamese literature - Essays
Asamiya Bhasar Udbhav-Samriddhi Aru Vikash,ISBN :,"Goswami,Upendranath","Guwahati, Barua agency, 1991",1st ed,NA,Textual Documents,294p,Assamese language - History and criticism; Assamese language - Essays
Kaliram Medhi Rachanabali,ISBN :,"Das, Muraricharan","Jorhat, Assam Sahitya Sabha, 1979",1st ed,NA,Textual Documents,492p,"Assamese literature; Medhi, Kaliram - Works"
Chuli Nabandhiba Yagyaseni,81-7339-336-2,"Hazarika, Karabi Deka","Dibrugarh, Banalata, 2001",1st ed,NA,Textual Documents,96p,Assamese literature - Collections; Assamese poetry
Jyoti Sristir jilingani,81-7339-336-2,"Mazumdar, Santanamayee","Imaginary, Publisher XYZ, 2003",1st ed,NA,Textual Documents,100p,"Assamese prose literature; Agarwala, Jyotiprasad - Criticism"
Kabyapith,81-7339-336-2,"Tulasi, Anubhav","Guwahati, Lawyers Book Stall, 1998",1st ed,NA,Textual Documents,62p,Assamese literature - Collections; Assamese poetry
Jyoti Prasador Patralekha (a collection of letters of Jyotiprasad Agarwala),81-7339-336-2,Rupaleem Sanskriti Santha,"Imaginary, Publisher XYZ, 1996",1st ed,NA,Textual Documents,34p,Assamese literature - Collections; Letters of Jyotiprasad Agarwala
Nirbachita Frence Kobita,81-7339-336-2,"Barua, Ajit","Guwahati, Saraighat Publishing, 1999",1st ed,NA,Textual Documents,118p,Assamese literature; Translated poetry; Assamese poetry
"Nibandhamala, Vol I",81-7339-336-2,"Tagore, Rabindranath","New Delhi, Sahitya Academy, 1970",1st ed,NA,Textual Documents,444p,"Assamese literature - History and criticism; Thakur, Rabindranath - Essays"
Sahityaacharya Jatindranath Goswami: jeevan aru sadhanaa,81-7339-336-2,"Bora, Prafulla Chandra","Guwahati, Rodali Prakashan, 2006",1st ed,NA,Textual Documents,262p,"Assamese prose literature; Goswami, Jatindranath - Criticism"
Samipesu,81-7339-336-2,"Bardoloi, Nirmalprabha","Imaginary, Publisher XYZ, 1977",1st ed,NA,Textual Documents,32p,"Assamese poetry - Collections; Bardoloi, Nirmalprabha - Poetry"
Gohainbarua Rachanavali,ISBN :,"Gohainbarua, Padmanath","Guwahati, Assam Prakashan Parishad, 1987",1st ed,NA,Textual Documents,"xiv, 945p","Assamese literature - Collections; Assamese drama; Gohainbarua, Padmanath - Drama"
Jonakat Zileer Mat,ISBN :,"Puzari, Archana.","Guwahati, Puthi Prakash, 1996",1st ed,NA,Textual Documents,34p,"Assamese poetry - Collections; Puzari, Archana - Poetry"
Mahafezkhanar Khirikiedi,ISBN :,"Bhuyan, Jogendra Narayan","Nagaon, Rumi - Rupak Enterprise, 1986",1st ed,NA,Textual Documents,"vii, 92p.",Assamese literature - History and criticism; Assamese essays
Seujiya upatyakat Surya namiba,978-93-85934-44-5,"Tanti, Rajesh Kumar","Guwahati, Aank-Baak, 2017",1st ed,NA,Textual Documents,87p,Assamese literature - Collections; Assamese poetry
Uttaradhikar,978-93-85934-54-4,"Tanti, Rajesh Kumar","Guwahati, Aank-Baak, 2017",1st ed,NA,Textual Documents,341p,Assamese literature - Fiction; Assamese short stories
Asomiya kabitar kahini,81-7331-028-9,"Datta, Bhabananda","Guwahati, Lawyers Book Stall, 1993",3rd ed,NA,Textual Documents,90p,Assamese poetry - Esssays
Kal-darshan,81-7331-028-9,"Changkakoty, Dilip.","Guwahati, Tal-Tarang, 1992",1st ed,NA,Textual Documents,101p,Assamese miscellaneous writings; Traditional sangit - Assam; Devotional sangit - Assam
Kamalakanta Bhattacharyyar rachanawali,81-7331-028-9,"Bhattacharyya, Kamalakanta","Guwahati, Assam Prakashan Parishad, 1982",1st ed,NA,Textual Documents,380p,Assamese Essays; Literary essay - Assamese
Assamese Its formation and development,81-7331-028-9,"Kakati, Banikanta","Guwahati, Government of Assam, 1941",1st ed,NA,Textual Documents,389p,Assamese Language; Development of assamese language
Golam,NA,"Chaliha, Saurav Kumar.","Guwahati, Bani Prakashan, 1973",1st ed,NA,Textual Documents,167p,Assamese Novel
Oitisahik Patabhumit Nathdharmar Abadan,978-93-82726-31-9,"Nath, Dulal Chandra","Guwahati, Aank-Baak, 2013",1st ed,NA,Textual Documents,578p.,Assamese literature; Assamese Essays; Naths of Assam
Galpar Sopan: Nirbachita Galpa Sankalan,978-93-82726-31-9,"Choudhury, Jiten","Howly, Jaymoti Prakash, 2015",1st ed,NA,Textual Documents,87p;,East Indo-European & Celtic literatures; Assamese Sort Stories
Cirozugomija Bjoktitvd,81-7339-2384,"Konwar, Arpana.","Assam, All Dhemaji District Studnts Union, 2018",1st ed,NA,Textual Documents,570p,"Assamese literature - Essays; Hazarika, Bhupen - Critics"
Deva Dunduvi Baje Kar Babe,81-7339-2384,"Bhattacharya, Birendra .","Imaginary, Publisher XYZ",1st ed,NA,Textual Documents,614p.,Assamese literature; Fiction Assamese
Prabandha-Sachayana,81-7339-2384,"Saikia, Nagen","Jorhat, Assam Sahitya Sabha, 1978",1st ed,NA,Textual Documents,335p.,Assamese literature; Essays Assamese
Dantal Hatir Une khowa haoda,978-93-244-0207-3,"Goswami, Mamoni Raisom","Guwahati, Chandra Prakash, 2018",2nd ed,NA,Textual Documents,294p,Assamese literature - Fiction; Assamese novel
Kalidasar sahitya,978-93-244-0207-3,"Mahanta, Keshada","Dibrugarh, Banalata, 1999",2nd ed,Textual Document,Paper,377p,Assamese literature
Hazar chaurashir maa,978-81-7339-448-5,Devi Mahasweta,"Dibrugarh, Banalata, 2009",2nd ed,Textual Document,Paper,90p,Bengali literature; Bengali fiction; Novel; Assamese translating and interpreting
